Features,Importance
mileage_num,0.5441265069431969
engine_displacement_num,0.11467997670407408
condition,0.013474464401190472
motor,0.00673744915882456
year_num,8.052521757195285e-05
make,0.0
transmission,0.0
model,0.0
title_status,0.0
