Features,Importance
mileage_num,0.5611290857049562
engine_displacement_num,0.0897697189373089
motor,0.005398063435956102
condition,0.0005832241216731371
year_num,0.00047642548619030166
make,0.0
transmission,0.0
model,0.0
title_status,0.0
