Features,Importance
mileage_num,0.6970985328988795
engine_displacement_num,0.1174854166630042
motor,0.019950050814698795
condition,0.010960894419336781
year_num,0.0006829241921250395
transmission,7.791065918589801e-05
make,0.0
model,0.0
title_status,0.0
