Features,Importance
mileage_num,0.5243381251955952
engine_displacement_num,0.16951088822599691
condition,0.01774215402169333
motor,0.0036731761920391014
make,0.0
transmission,0.0
title_status,0.0
model,0.0
year_num,0.0
