Features,Importance
mileage_num,0.4730837816636906
engine_displacement_num,0.11299142099209428
condition,0.009608136144941715
motor,0.0038872115092920545
year_num,0.0005484549873344235
make,0.0
transmission,0.0
model,0.0
title_status,0.0
