Features,Importance
engine_displacement_num,8.510986548571076e-05
motor,1.6039738071071953e-08
year_num,4.4035493029781493e-10
condition,2.2666871712928583e-10
make,0.0
transmission,0.0
title_status,0.0
model,0.0
mileage_num,-3.0150928471017745e-05
