Features,Importance
mileage_num,0.40905939337247277
engine_displacement_num,0.03361948115269464
motor,0.0034922881634827374
year_num,0.0018309393790448992
condition,0.00028425795127939857
transmission,0.0002632287257202326
make,0.0
model,0.0
title_status,0.0
