Features,Importance
mileage_num,0.6273432977708676
engine_displacement_num,0.04293913074857323
motor,0.00498170615386434
condition,0.000966808657483792
transmission,0.0007463947115581126
make,0.0
title_status,0.0
model,0.0
year_num,-2.3094597349115897e-05
