Features,Importance
mileage_num,0.7857262306010003
engine_displacement_num,0.10093016603420435
motor,0.022621244852531298
condition,0.003335578230625319
year_num,0.0013475449796272964
make,0.0
transmission,0.0
model,0.0
title_status,0.0
