Features,Importance
mileage_num,0.5153505933578708
engine_displacement_num,0.14696097190351606
condition,0.03201798060801438
year_num,0.013137398265757428
motor,0.007971490748004007
make,0.0
transmission,0.0
model,0.0
title_status,0.0
