Features,Importance
mileage_num,0.5186920130404712
engine_displacement_num,0.18172356227483527
motor,0.0027364259417006374
condition,0.0022852464259848436
year_num,0.00016001079658768403
make,0.0
transmission,0.0
model,0.0
title_status,0.0
