Features,Importance
mileage_num,0.5611289223182532
engine_displacement_num,0.09015128544867282
motor,0.004770214874273421
condition,0.00044224933961216074
year_num,0.00025808101706004116
make,0.0
transmission,0.0
model,0.0
title_status,0.0
