Features,Importance
make,1084.7615375847113
mileage_num,718.2261819960338
engine_displacement_num,0.08926886238205042
motor,0.0076785065681178825
year_num,0.00028652744795181205
transmission,0.0
title_status,0.0
model,0.0
condition,-0.0010557824584793707
