Features,Importance
engine_displacement_num,0.06849894177739771
motor,0.005435697171924403
condition,0.0015162369933023
year_num,0.0005555425443162676
transmission,0.0
model,0.0
title_status,0.0
make,-4551.422101510519
mileage_num,-4576.603910709452
