Features,Importance
mileage_num,0.43380774576024983
engine_displacement_num,0.10339517325074914
year_num,0.004690021767398395
motor,0.001871573242270913
condition,0.0009281645884047784
make,0.0
transmission,0.0
model,0.0
title_status,0.0
