Features,Importance
mileage_num,0.4865541350553415
engine_displacement_num,0.11259339837311375
condition,0.011753144929406194
motor,0.0026403845494834878
year_num,0.0026006174341188736
make,0.0
transmission,0.0
model,0.0
title_status,0.0
