Features,Importance
mileage_num,0.784958924764615
engine_displacement_num,0.09897177040859999
motor,0.02220822697119241
condition,0.002921526664024443
year_num,0.0013888972816770095
transmission,0.0010286589811197122
make,0.0
model,0.0
title_status,0.0
