Features,Importance
mileage_num,0.5494330786114018
engine_displacement_num,0.042591914477288474
motor,0.005072597237266491
condition,0.00032886912937734605
year_num,8.328442320781893e-05
make,0.0
transmission,0.0
model,0.0
title_status,0.0
