Features,Importance
mileage_num,0.586095520230603
engine_displacement_num,0.09670280009015311
motor,0.004346213857537478
condition,0.0006532585090418319
year_num,0.0005480830978050411
make,0.0
transmission,0.0
model,0.0
title_status,0.0
