Features,Importance
mileage_num,0.49758227618866935
engine_displacement_num,0.10706365211647491
condition,0.009953491422233462
motor,0.003788458091678082
year_num,0.0005057781843225972
make,0.0
transmission,0.0
model,0.0
title_status,0.0
