Features,Importance
make,382.680637519989
engine_displacement_num,0.0650632923010562
motor,0.005173176837524806
year_num,0.0013671169013832695
condition,0.0008699896066900692
transmission,0.0
title_status,0.0
model,0.0
mileage_num,-1082.4856390963319
