Features,Importance
mileage_num,0.5149086342845663
engine_displacement_num,0.10917151655572818
condition,0.01619174414589324
motor,0.004020302917774559
year_num,0.0005592995263541789
make,0.0
transmission,0.0
model,0.0
title_status,0.0
