Features,Importance
mileage_num,0.6123705833667357
engine_displacement_num,0.06363792767677252
motor,0.009920840804591413
year_num,0.00038588995545209005
make,0.0
transmission,0.0
title_status,0.0
model,0.0
condition,-9.782304804671349e-05
