Features,Importance
mileage_num,0.5664220695241668
engine_displacement_num,0.07601088130705067
motor,0.003511395979771037
year_num,0.0021121675386236993
transmission,0.0004475169447579752
make,0.0
title_status,0.0
model,0.0
condition,-0.0004127918783369877
