Features,Importance
mileage_num,0.38861832697394333
engine_displacement_num,0.18110074296710962
motor,0.020816689805728983
condition,0.0008761460079760308
year_num,3.7060750549544608e-06
make,0.0
transmission,0.0
model,0.0
title_status,0.0
