Features,Importance
mileage_num,0.5189756001452103
engine_displacement_num,0.14813808973315284
motor,0.009245942736015178
condition,0.0017958262438250439
make,0.0
transmission,0.0
title_status,0.0
model,0.0
year_num,0.0
