Features,Importance
mileage_num,0.6154051857706008
engine_displacement_num,0.08511140021191291
motor,0.0062920769816882495
year_num,0.003071263612994768
make,0.0
transmission,0.0
title_status,0.0
model,0.0
condition,-0.0011259136710917773
