Features,Importance
mileage_num,0.6288025319685605
engine_displacement_num,0.15979208128928046
year_num,0.01090054075294945
motor,0.00815559135686309
condition,0.0010360673518064133
make,0.0
transmission,0.0
model,0.0
title_status,0.0
