Features,Importance
mileage_num,0.5319335136005165
engine_displacement_num,0.04534487743340031
motor,0.007067261718614331
transmission,0.0005945132456827873
make,0.0
model,0.0
title_status,0.0
year_num,0.0
condition,-0.00601857601448238
