Features,Importance
mileage_num,0.5825589676130132
engine_displacement_num,0.045754071512486214
motor,0.004476123743177784
year_num,0.0017842158445605383
condition,0.00023090441618876524
transmission,5.762068714557644e-05
make,0.0
model,0.0
title_status,0.0
