Features,Importance
mileage_num,0.5817867844847264
engine_displacement_num,0.04672629120733414
motor,0.0071400759404980476
transmission,0.002396539683675247
make,0.0
model,0.0
title_status,0.0
year_num,-8.327524394365349e-05
condition,-0.0013852657636050259
