Features,Importance
mileage_num,0.5721074531260326
engine_displacement_num,0.06589592174080891
motor,0.00497211992265324
year_num,0.0007928097962253688
condition,0.0007464582501085614
make,0.0
transmission,0.0
model,0.0
title_status,0.0
