Features,Importance
mileage_num,0.6477962780753352
engine_displacement_num,0.17571515456134554
year_num,0.0078296417788695
motor,0.0038457588875459915
make,0.0
transmission,0.0
title_status,0.0
model,0.0
condition,0.0
