Features,Importance
mileage_num,0.556618086685065
engine_displacement_num,0.06605415689452362
motor,0.00756236959962005
year_num,0.00023790574881031866
make,0.0
transmission,0.0
title_status,0.0
model,0.0
condition,-0.00044246970961661636
