Features,Importance
engine_displacement_num,0.07628778901244004
motor,0.006967080523190816
condition,0.0033615265004300456
year_num,0.0007778648059684201
transmission,0.0
model,0.0
title_status,0.0
mileage_num,-1423.9285494393064
make,-2309.564270058025
