Features,Importance
mileage_num,0.7412177262667728
engine_displacement_num,0.07727480252806404
motor,0.015238712668711768
make,0.0
model,0.0
transmission,0.0
title_status,0.0
year_num,-0.0002614103576304205
condition,-0.011972351000126646
