Features,Importance
mileage_num,1442.3624464760571
engine_displacement_num,0.08430199998638273
motor,0.005783342946233461
condition,0.002301430007628369
year_num,0.0002124234867551422
model,0.0
transmission,0.0
title_status,0.0
make,-162.72082505673438
