Features,Importance
mileage_num,0.5684689938637311
engine_displacement_num,0.06037726897221729
motor,0.004818001373273773
condition,0.00016773697957109257
year_num,5.0096114317804696e-05
make,0.0
transmission,0.0
model,0.0
title_status,0.0
