Features,Importance
mileage_num,0.6023765738682278
engine_displacement_num,0.046435627964380305
motor,0.004659928553662063
condition,0.00103882372291782
year_num,0.0001797981581662389
make,0.0
model,0.0
title_status,0.0
transmission,-3.67641002986141e-05
