Features,Importance
mileage_num,0.5056848762994569
engine_displacement_num,0.09790034886159188
motor,0.005388630792661142
condition,0.0012322257273872262
year_num,0.0005579109424792783
make,0.0
transmission,0.0
model,0.0
title_status,0.0
