Features,Importance
mileage_num,0.5149166707957181
engine_displacement_num,0.10926193662581288
condition,0.016223413272223385
motor,0.004023232788467485
year_num,0.0005592995263539902
make,0.0
transmission,0.0
model,0.0
title_status,0.0
