Features,Importance
mileage_num,0.5783770569156188
engine_displacement_num,0.05534763580458464
motor,0.005099622979832974
condition,8.24390289326571e-05
make,0.0
transmission,0.0
title_status,0.0
model,0.0
year_num,-0.00077817715959973
